cd106   106   48   5.317881000000000E-11  1
cd108   108   48   3.835787000000000E-11  1
cd110   110   48   5.518560000000000E-10  1
cd111   111   48   5.698546000000000E-10  0
cd112   112   48   1.070673000000000E-09  2
cd113   113   48   5.540221000000000E-10  2
cd114   114   48   1.310246000000000E-09  2
cd116   116   48   3.427026000000000E-10  2
in113   113   49   2.155389000000000E-11  1
in115   115   49   4.910784000000000E-10  2
sn112   112   50   9.992289000000000E-11  1
sn114   114   50   6.876232000000000E-11  1
sn115   115   50   3.557532000000000E-11  1
sn116   116   50   1.530757000000000E-09  1
sn117   117   50   8.291663000000000E-10  0
sn118   118   50   2.584258000000000E-09  0
sn119   119   50   9.247197000000000E-10  0
sn120   120   50   3.545221000000000E-09  2
sn122   122   50   5.209933000000000E-10  2
sn124   124   50   6.514873000000000E-10  2
sb121   121   51   5.536766000000000E-10  0
sb123   123   51   4.172371000000000E-10  2
te120   120   52   1.257911000000000E-11  1
te122   122   52   3.688338000000000E-10  1
te123   123   52   1.289387000000000E-10  1
te124   124   52   6.980674000000000E-10  3
te125   125   52   1.040864000000000E-09  0
te126   126   52   2.823926000000000E-09  2
te128   128   52   4.761041000000000E-09  2
te130   130   52   5.181388000000000E-09  2
i127    127   53   3.501814000000000E-09  0
xe124   124   54   2.060194000000000E-11  1
xe126   126   54   1.823294000000000E-11  1
xe128   128   54   3.781801000000000E-10  1
xe129   129   54   4.798276000000000E-09  0
xe130   130   54   7.663675000000000E-10  3
xe131   131   54   3.870549000000000E-09  0
xe132   132   54   4.688940000000000E-09  2
xe134   134   54   1.768537000000000E-09  2
xe136   136   54   1.459011000000000E-09  2
cs133   133   55   1.242679000000000E-09  0
ba130   130   56   1.638500000000000E-11  1
ba132   132   56   1.552665000000000E-11  1
ba134   134   56   3.781041000000000E-10  1
ba135   135   56   1.049171000000000E-09  0
ba136   136   56   1.270721000000000E-09  3
ba137   137   56   1.808165000000000E-09  0
ba138   138   56   1.175972000000000E-08  2
la138   138   57   1.446781000000000E-12  3
la139   139   57   1.597858000000000E-09  0
ce136   136   58   7.482704000000000E-12  1
ce138   138   58   1.024234000000000E-11  1
ce140   140   58   3.686810000000000E-09  0
ce142   142   58   4.707896000000000E-10  2
pr141   141   59   6.305953000000000E-10  0
nd142   142   60   8.371865000000000E-10  1
nd143   143   60   3.765982000000000E-10  0
nd144   144   60   7.566716000000000E-10  2
nd145   145   60   2.766446000000000E-10  0
nd146   146   60   5.431384000000000E-10  0
nd148   148   60   1.865666000000000E-10  2
nd150   150   60   1.847899000000000E-10  2
sm144   144   62   3.012404000000000E-11  1
sm147   147   62   1.506198000000000E-10  0
sm148   148   62   1.124159000000000E-10  1
sm149   149   62   1.392390000000000E-10  0
sm150   150   62   7.527796000000000E-11  1
sm152   152   62   2.769685000000000E-10  2
sm154   154   62   2.388457000000000E-10  2
eu151   151   63   1.817869000000000E-10  0
eu153   153   63   2.019687000000000E-10  0
gd152   152   64   2.645030000000000E-12  1
gd154   154   64   2.938419000000000E-11  1
gd155   155   64   1.999544000000000E-10  0
gd156   156   64   2.777947000000000E-10  2
gd157   157   64   2.120828000000000E-10  0
gd158   158   64   3.461502000000000E-10  2
gd160   160   64   3.053080000000000E-10  2
tb159   159   65   2.582316000000000E-10  0
dy156   156   66   9.198806000000001E-13  1
dy158   158   66   1.582215000000000E-12  1
dy160   160   66   3.933083000000000E-11  1
dy161   161   66   3.216954000000000E-10  0
dy162   162   66   4.366515000000000E-10  2
dy163   163   66   4.293524000000000E-10  0
dy164   164   66   4.846993000000000E-10  2
ho165   165   67   3.785443000000000E-10  0
er162   162   68   1.445907000000000E-12  1
er164   164   68   1.680632000000000E-11  1
er166   166   68   3.636988000000000E-10  0
er167   167   68   2.473751000000000E-10  0
er168   168   68   2.923820000000000E-10  2
er170   170   68   1.625924000000000E-10  2
tm169   169   69   1.731944000000000E-10  0
yb168   168   70   1.306034000000000E-12  1
yb170   170   70   3.244131000000000E-11  1
yb171   171   70   1.561890000000000E-10  0
yb172   172   70   2.433234000000000E-10  0
yb173   173   70   1.814292000000000E-10  0
yb174   174   70   3.640934000000000E-10  2
yb176   176   70   1.466179000000000E-10  2
lu175   175   71   1.635713000000000E-10  0
lu176   176   71   4.744467000000000E-12  3
hf174   174   72   1.125164000000000E-12  1
hf176   176   72   3.682852000000000E-11  1
hf177   177   72   1.314166000000000E-10  0
hf178   178   72   1.954784000000000E-10  0
hf179   179   72   9.628037000000000E-11  0
hf180   180   72   2.546594000000000E-10  2
ta180   180   73   1.164024000000000E-14  3
ta181   181   73   9.735762000000000E-11  0
w180    180   74   7.515538000000000E-13  1
w182    182   74   1.662509000000000E-10  0
w183    183   74   9.186480000000000E-11  0
w184    184   74   1.974778000000000E-10  2
w186    186   74   1.820634000000000E-10  2
re185   185   75   9.287043000000000E-11  0
re187   187   75   1.708264000000000E-10  2
os184   184   76   6.390309000000000E-13  1
os186   186   76   5.131228000000000E-11  1
os187   187   76   4.097840000000000E-11  1
os188   188   76   4.414403000000000E-10  0
os189   189   76   5.335582000000000E-10  0
os190   190   76   8.699109000000000E-10  2
os192   192   76   1.361540000000000E-09  2
ir191   191   77   1.152816000000000E-09  0
ir193   193   77   1.978291000000000E-09  0
pt190   190   78   8.699177000000000E-13  1
pt192   192   78   4.830914000000000E-11  1
pt194   194   78   2.082257000000000E-09  0
pt195   195   78   2.141768000000000E-09  0
pt196   196   78   1.595859000000000E-09  2
pt198   198   78   4.649550000000000E-10  2
au197   197   79   9.665152000000000E-10  0
hg196   196   80   3.411902000000000E-12  1
hg198   198   80   2.277238000000000E-10  1
hg199   199   80   3.886870000000000E-10  0
hg200   200   80   5.269597000000000E-10  0
hg201   201   80   3.047531000000000E-10  0
hg202   202   80   7.016240000000000E-10  0
hg204   204   80   1.623267000000000E-10  2
tl203   203   81   2.743172000000000E-10  0
tl205   205   81   6.645319000000000E-10  0
pb204   204   82   3.470475000000000E-10  1
pb206   206   82   3.270616000000000E-09  0
pb207   207   82   3.603595000000000E-09  0
pb208   208   82   1.044313000000000E-08  0
bi209   209   83   7.259751000000000E-10  0
th232   232   90   2.860062000000000E-10  0
u234    234   92   2.884749000000000E-15  0
u235    235   92   3.564226000000000E-11  0
u238    238   92   1.115542000000000E-10  0
